# _tick,_time,step,total_loss,mean_episode_return,mean_episode_true_return,pg_loss,baseline_loss,entropy_loss
43,1631057118.0373132,13760,15465.572265625,884.0,42.0,182.6670379638672,15282.982421875,-0.07698492705821991
44,1631057118.2205224,14080,31098.212890625,962.5,37.5,-1.802250623703003,31100.015625,-0.00038760757888667285
45,1631057118.9361622,14400,16294.748046875,965.0,75.0,0.3987710475921631,16294.357421875,-0.00791347585618496
46,1631057119.5137994,14720,12101.212890625,890.0000610351562,60.000003814697266,32.407554626464844,12069.12109375,-0.3152313828468323
47,1631057119.7117758,15040,18277.921875,855.7142944335938,68.5714340209961,-0.010973633266985416,18277.935546875,-0.0015017699915915728
48,1631057119.9710965,15360,16290.9794921875,913.3333740234375,30.0,101.21501159667969,16190.0185546875,-0.2540960907936096
49,1631057120.6358125,15680,19999.052734375,886.0,36.0,-5.786812782287598,20004.849609375,-0.00955940131098032
50,1631057120.9845755,16000,49050.3828125,773.3333740234375,65.0,0.00015468534547835588,49050.3828125,-9.583620794728631e-07
51,1631057121.510571,16320,16368.16015625,911.4285888671875,30.000001907348633,-1.0291478633880615,16369.19140625,-0.0021640865597873926
52,1631057121.6809251,16640,28728.005859375,767.5,15.0,-0.004920537117868662,28728.01171875,-1.6626547221676446e-05
53,1631057122.567129,16960,15584.505859375,795.7142944335938,21.428571701049805,1.1454781293869019,15583.365234375,-0.005129867698997259
54,1631057122.9601035,17280,44399.03125,924.2857666015625,47.142860412597656,2.4914072128012776e-05,44399.03125,-9.59613225859357e-06
55,1631057123.2395651,17600,21351.23046875,1082.0,42.0,-10.900042533874512,21362.1328125,-0.002606431720778346
56,1631057123.419374,17920,36896.390625,894.2857666015625,38.57143020629883,-0.0010001554619520903,36896.390625,-9.001136277220212e-06
57,1631057123.5642047,18240,17788.33984375,821.6666870117188,60.0,-2.1260592937469482,17790.46875,-0.0014687215443700552
58,1631057124.040322,18560,27352.34375,810.0,15.0,-0.00429338775575161,27352.34765625,-3.682827082229778e-05
59,1631057124.4983828,18880,18937.1796875,828.3333740234375,35.0,-0.06265296787023544,18937.244140625,-0.0010940306819975376
60,1631057124.8753755,19200,48027.046875,878.5714721679688,51.42857360839844,-2.2972097212914377e-05,48027.046875,-1.3792950426250172e-07
61,1631057125.0368488,19520,18414.3828125,1060.0,60.0,-0.0003039529547095299,18414.3828125,-0.00029588190955109894
62,1631057125.454344,19840,13102.26171875,1071.4285888671875,42.85714340209961,11.830622673034668,13090.482421875,-0.05208104848861694
63,1631057125.5979638,20160,19206.0703125,1007.5,48.75,-0.010195471346378326,19206.080078125,-0.0002837840002030134
64,1631057126.332243,20480,17620.505859375,993.3333740234375,50.0,3.6127216815948486,17616.939453125,-0.04684915393590927
65,1631057126.9440267,20800,19444.474609375,1050.0,51.42857360839844,-0.0028118693735450506,19444.4765625,-0.0002652252442203462
66,1631057127.1175056,21120,19472.234375,896.6666870117188,55.0,77.12657165527344,19395.1484375,-0.04031503573060036
67,1631057127.6084373,21440,19209.515625,1078.0,54.0,-0.15385127067565918,19209.669921875,-0.0002740170748438686
68,1631057127.9156709,21760,47551.1171875,845.7142944335938,42.85714340209961,-0.0007189525058493018,47551.1171875,-5.64987340112566e-06
69,1631057128.378164,22080,14640.9453125,800.0000610351562,42.85714340209961,-0.07970280200242996,14641.0263671875,-0.0013291123323142529
70,1631057128.8286436,22400,11734.337890625,900.0,41.25,312.6458740234375,11421.783203125,-0.0903841182589531
71,1631057129.0590181,22720,18022.564453125,1101.25,48.75,-7.830687522888184,18030.39453125,-0.0008390683215111494
72,1631057129.2362912,23040,11284.96875,853.75,56.25,3.9726152420043945,11281.0888671875,-0.09277810156345367
73,1631057129.949818,23360,16588.986328125,1035.0,48.75,-0.03646354377269745,16589.0234375,-0.0007846379303373396
